code=32, textureId=0, prespace=0, width=8, advance=8, top=(1, 1), bottom=(9, 17)
code=21913, textureId=2, prespace=0, width=16, advance=16, top=(49, 1), bottom=(65, 17)
code=21914, textureId=2, prespace=0, width=16, advance=16, top=(65, 1), bottom=(81, 17)
code=21916, textureId=2, prespace=0, width=16, advance=16, top=(81, 1), bottom=(97, 17)
code=21917, textureId=2, prespace=0, width=16, advance=16, top=(97, 1), bottom=(113, 17)
code=21918, textureId=2, prespace=0, width=16, advance=16, top=(113, 1), bottom=(129, 17)
code=21919, textureId=2, prespace=0, width=16, advance=16, top=(129, 1), bottom=(145, 17)
code=21927, textureId=2, prespace=0, width=16, advance=16, top=(145, 1), bottom=(161, 17)
code=21928, textureId=2, prespace=0, width=16, advance=16, top=(161, 1), bottom=(177, 17)
code=21929, textureId=2, prespace=0, width=16, advance=16, top=(177, 1), bottom=(193, 17)
code=21930, textureId=2, prespace=0, width=16, advance=16, top=(193, 1), bottom=(209, 17)
code=21931, textureId=2, prespace=0, width=16, advance=16, top=(209, 1), bottom=(225, 17)
code=21932, textureId=2, prespace=0, width=16, advance=16, top=(225, 1), bottom=(241, 17)
code=21934, textureId=2, prespace=0, width=16, advance=16, top=(241, 1), bottom=(257, 17)
code=21936, textureId=2, prespace=0, width=16, advance=16, top=(257, 1), bottom=(273, 17)
code=21937, textureId=2, prespace=0, width=16, advance=16, top=(273, 1), bottom=(289, 17)
code=21938, textureId=2, prespace=0, width=16, advance=16, top=(289, 1), bottom=(305, 17)
code=21939, textureId=2, prespace=0, width=16, advance=16, top=(305, 1), bottom=(321, 17)
code=21941, textureId=2, prespace=0, width=16, advance=16, top=(321, 1), bottom=(337, 17)
code=21942, textureId=2, prespace=0, width=16, advance=16, top=(337, 1), bottom=(353, 17)
code=21943, textureId=2, prespace=0, width=16, advance=16, top=(353, 1), bottom=(369, 17)
code=21945, textureId=2, prespace=0, width=16, advance=16, top=(369, 1), bottom=(385, 17)
code=21947, textureId=2, prespace=0, width=16, advance=16, top=(385, 1), bottom=(401, 17)
code=21949, textureId=2, prespace=0, width=16, advance=16, top=(401, 1), bottom=(417, 17)
code=21950, textureId=2, prespace=0, width=16, advance=16, top=(417, 1), bottom=(433, 17)
code=21956, textureId=2, prespace=0, width=16, advance=16, top=(433, 1), bottom=(449, 17)
code=21957, textureId=2, prespace=0, width=16, advance=16, top=(449, 1), bottom=(465, 17)
code=21958, textureId=2, prespace=0, width=16, advance=16, top=(465, 1), bottom=(481, 17)
code=21959, textureId=2, prespace=0, width=16, advance=16, top=(481, 1), bottom=(497, 17)
code=21961, textureId=2, prespace=0, width=16, advance=16, top=(1, 17), bottom=(17, 33)
code=21964, textureId=2, prespace=0, width=16, advance=16, top=(17, 17), bottom=(33, 33)
code=21965, textureId=2, prespace=0, width=16, advance=16, top=(33, 17), bottom=(49, 33)
code=21966, textureId=2, prespace=0, width=16, advance=16, top=(49, 17), bottom=(65, 33)
code=21969, textureId=2, prespace=0, width=16, advance=16, top=(65, 17), bottom=(81, 33)
code=21970, textureId=2, prespace=0, width=16, advance=16, top=(81, 17), bottom=(97, 33)
code=21971, textureId=2, prespace=0, width=16, advance=16, top=(97, 17), bottom=(113, 33)
code=21972, textureId=2, prespace=0, width=16, advance=16, top=(113, 17), bottom=(129, 33)
code=21974, textureId=2, prespace=0, width=16, advance=16, top=(129, 17), bottom=(145, 33)
code=21978, textureId=2, prespace=0, width=16, advance=16, top=(145, 17), bottom=(161, 33)
code=21980, textureId=2, prespace=0, width=16, advance=16, top=(161, 17), bottom=(177, 33)
code=21981, textureId=2, prespace=0, width=16, advance=16, top=(177, 17), bottom=(193, 33)
code=21983, textureId=2, prespace=0, width=16, advance=16, top=(193, 17), bottom=(209, 33)
code=21985, textureId=2, prespace=0, width=16, advance=16, top=(209, 17), bottom=(225, 33)
code=21987, textureId=2, prespace=0, width=16, advance=16, top=(225, 17), bottom=(241, 33)
code=21988, textureId=2, prespace=0, width=16, advance=16, top=(241, 17), bottom=(257, 33)
code=21989, textureId=2, prespace=0, width=16, advance=16, top=(257, 17), bottom=(273, 33)
code=21990, textureId=2, prespace=0, width=16, advance=16, top=(273, 17), bottom=(289, 33)
code=21991, textureId=2, prespace=0, width=16, advance=16, top=(289, 17), bottom=(305, 33)
code=21992, textureId=2, prespace=0, width=16, advance=16, top=(305, 17), bottom=(321, 33)
code=21994, textureId=2, prespace=0, width=16, advance=16, top=(321, 17), bottom=(337, 33)
code=21995, textureId=2, prespace=0, width=16, advance=16, top=(337, 17), bottom=(353, 33)
code=21996, textureId=2, prespace=0, width=16, advance=16, top=(353, 17), bottom=(369, 33)
code=21999, textureId=2, prespace=0, width=16, advance=16, top=(369, 17), bottom=(385, 33)
code=22002, textureId=2, prespace=0, width=16, advance=16, top=(385, 17), bottom=(401, 33)
code=22003, textureId=2, prespace=0, width=16, advance=16, top=(401, 17), bottom=(417, 33)
code=22005, textureId=2, prespace=0, width=16, advance=16, top=(417, 17), bottom=(433, 33)
code=22006, textureId=2, prespace=0, width=16, advance=16, top=(433, 17), bottom=(449, 33)
code=22007, textureId=2, prespace=0, width=16, advance=16, top=(449, 17), bottom=(465, 33)
code=22009, textureId=2, prespace=0, width=16, advance=16, top=(465, 17), bottom=(481, 33)
code=22013, textureId=2, prespace=0, width=16, advance=16, top=(481, 17), bottom=(497, 33)
code=22014, textureId=2, prespace=0, width=16, advance=16, top=(1, 33), bottom=(17, 49)
code=22016, textureId=2, prespace=0, width=16, advance=16, top=(17, 33), bottom=(33, 49)
code=22017, textureId=2, prespace=0, width=16, advance=16, top=(33, 33), bottom=(49, 49)
code=22022, textureId=2, prespace=0, width=16, advance=16, top=(49, 33), bottom=(65, 49)
code=22024, textureId=2, prespace=0, width=16, advance=16, top=(65, 33), bottom=(81, 49)
code=22025, textureId=2, prespace=0, width=16, advance=16, top=(81, 33), bottom=(97, 49)
code=22028, textureId=2, prespace=0, width=16, advance=16, top=(97, 33), bottom=(113, 49)
code=22029, textureId=2, prespace=0, width=16, advance=16, top=(113, 33), bottom=(129, 49)
code=22030, textureId=2, prespace=0, width=16, advance=16, top=(129, 33), bottom=(145, 49)
code=22031, textureId=2, prespace=0, width=16, advance=16, top=(145, 33), bottom=(161, 49)
code=22032, textureId=2, prespace=0, width=16, advance=16, top=(161, 33), bottom=(177, 49)
code=22036, textureId=2, prespace=0, width=16, advance=16, top=(177, 33), bottom=(193, 49)
code=22038, textureId=2, prespace=0, width=16, advance=16, top=(193, 33), bottom=(209, 49)
code=22039, textureId=2, prespace=0, width=16, advance=16, top=(209, 33), bottom=(225, 49)
code=22040, textureId=2, prespace=0, width=16, advance=16, top=(225, 33), bottom=(241, 49)
code=22043, textureId=2, prespace=0, width=16, advance=16, top=(241, 33), bottom=(257, 49)
code=22046, textureId=2, prespace=0, width=16, advance=16, top=(257, 33), bottom=(273, 49)
code=22047, textureId=2, prespace=0, width=16, advance=16, top=(273, 33), bottom=(289, 49)
code=22051, textureId=2, prespace=0, width=16, advance=16, top=(289, 33), bottom=(305, 49)
code=22052, textureId=2, prespace=0, width=16, advance=16, top=(305, 33), bottom=(321, 49)
code=22055, textureId=2, prespace=0, width=16, advance=16, top=(321, 33), bottom=(337, 49)
code=22057, textureId=2, prespace=0, width=16, advance=16, top=(337, 33), bottom=(353, 49)
code=22060, textureId=2, prespace=0, width=16, advance=16, top=(353, 33), bottom=(369, 49)
code=22061, textureId=2, prespace=0, width=16, advance=16, top=(369, 33), bottom=(385, 49)
code=22062, textureId=2, prespace=0, width=16, advance=16, top=(385, 33), bottom=(401, 49)
code=22063, textureId=2, prespace=0, width=16, advance=16, top=(401, 33), bottom=(417, 49)
code=22064, textureId=2, prespace=0, width=16, advance=16, top=(417, 33), bottom=(433, 49)
code=22065, textureId=2, prespace=0, width=16, advance=16, top=(433, 33), bottom=(449, 49)
code=22066, textureId=2, prespace=0, width=16, advance=16, top=(449, 33), bottom=(465, 49)
code=22068, textureId=2, prespace=0, width=16, advance=16, top=(465, 33), bottom=(481, 49)
code=22070, textureId=2, prespace=0, width=16, advance=16, top=(481, 33), bottom=(497, 49)
code=22072, textureId=2, prespace=0, width=16, advance=16, top=(1, 49), bottom=(17, 65)
code=22073, textureId=2, prespace=0, width=16, advance=16, top=(17, 49), bottom=(33, 65)
code=22075, textureId=2, prespace=0, width=16, advance=16, top=(33, 49), bottom=(49, 65)
code=22079, textureId=2, prespace=0, width=16, advance=16, top=(49, 49), bottom=(65, 65)
code=22082, textureId=2, prespace=0, width=16, advance=16, top=(65, 49), bottom=(81, 65)
code=22092, textureId=2, prespace=0, width=16, advance=16, top=(81, 49), bottom=(97, 65)
code=22093, textureId=2, prespace=0, width=16, advance=16, top=(97, 49), bottom=(113, 65)
code=22094, textureId=2, prespace=0, width=16, advance=16, top=(113, 49), bottom=(129, 65)
code=22096, textureId=2, prespace=0, width=16, advance=16, top=(129, 49), bottom=(145, 65)
code=22099, textureId=2, prespace=0, width=16, advance=16, top=(145, 49), bottom=(161, 65)
code=22100, textureId=2, prespace=0, width=16, advance=16, top=(161, 49), bottom=(177, 65)
code=22103, textureId=2, prespace=0, width=16, advance=16, top=(177, 49), bottom=(193, 65)
code=22104, textureId=2, prespace=0, width=16, advance=16, top=(193, 49), bottom=(209, 65)
code=22105, textureId=2, prespace=0, width=16, advance=16, top=(209, 49), bottom=(225, 65)
code=22107, textureId=2, prespace=0, width=16, advance=16, top=(225, 49), bottom=(241, 65)
code=22108, textureId=2, prespace=0, width=16, advance=16, top=(241, 49), bottom=(257, 65)
code=22114, textureId=2, prespace=0, width=16, advance=16, top=(257, 49), bottom=(273, 65)
code=22116, textureId=2, prespace=0, width=16, advance=16, top=(273, 49), bottom=(289, 65)
code=22117, textureId=2, prespace=0, width=16, advance=16, top=(289, 49), bottom=(305, 65)
code=22120, textureId=2, prespace=0, width=16, advance=16, top=(305, 49), bottom=(321, 65)
code=22121, textureId=2, prespace=0, width=16, advance=16, top=(321, 49), bottom=(337, 65)
code=22122, textureId=2, prespace=0, width=16, advance=16, top=(337, 49), bottom=(353, 65)
code=22123, textureId=2, prespace=0, width=16, advance=16, top=(353, 49), bottom=(369, 65)
code=22124, textureId=2, prespace=0, width=16, advance=16, top=(369, 49), bottom=(385, 65)
code=22127, textureId=2, prespace=0, width=16, advance=16, top=(385, 49), bottom=(401, 65)
code=22129, textureId=2, prespace=0, width=16, advance=16, top=(401, 49), bottom=(417, 65)
code=22132, textureId=2, prespace=0, width=16, advance=16, top=(417, 49), bottom=(433, 65)
code=22134, textureId=2, prespace=0, width=16, advance=16, top=(433, 49), bottom=(449, 65)
code=22136, textureId=2, prespace=0, width=16, advance=16, top=(449, 49), bottom=(465, 65)
code=22137, textureId=2, prespace=0, width=16, advance=16, top=(465, 49), bottom=(481, 65)
code=22138, textureId=2, prespace=0, width=16, advance=16, top=(481, 49), bottom=(497, 65)
code=22139, textureId=2, prespace=0, width=16, advance=16, top=(1, 65), bottom=(17, 81)
code=22140, textureId=2, prespace=0, width=16, advance=16, top=(17, 65), bottom=(33, 81)
code=22144, textureId=2, prespace=0, width=16, advance=16, top=(33, 65), bottom=(49, 81)
code=22149, textureId=2, prespace=0, width=16, advance=16, top=(49, 65), bottom=(65, 81)
code=22150, textureId=2, prespace=0, width=16, advance=16, top=(65, 65), bottom=(81, 81)
code=22151, textureId=2, prespace=0, width=16, advance=16, top=(81, 65), bottom=(97, 81)
code=22154, textureId=2, prespace=0, width=16, advance=16, top=(97, 65), bottom=(113, 81)
code=22158, textureId=2, prespace=0, width=16, advance=16, top=(113, 65), bottom=(129, 81)
code=22159, textureId=2, prespace=0, width=16, advance=16, top=(129, 65), bottom=(145, 81)
code=22160, textureId=2, prespace=0, width=16, advance=16, top=(145, 65), bottom=(161, 81)
code=22163, textureId=2, prespace=0, width=16, advance=16, top=(161, 65), bottom=(177, 81)
code=22164, textureId=2, prespace=0, width=16, advance=16, top=(177, 65), bottom=(193, 81)
code=22165, textureId=2, prespace=0, width=16, advance=16, top=(193, 65), bottom=(209, 81)
code=22176, textureId=2, prespace=0, width=16, advance=16, top=(209, 65), bottom=(225, 81)
code=22178, textureId=2, prespace=0, width=16, advance=16, top=(225, 65), bottom=(241, 81)
code=22179, textureId=2, prespace=0, width=16, advance=16, top=(241, 65), bottom=(257, 81)
code=22181, textureId=2, prespace=0, width=16, advance=16, top=(257, 65), bottom=(273, 81)
code=22184, textureId=2, prespace=0, width=16, advance=16, top=(273, 65), bottom=(289, 81)
code=22190, textureId=2, prespace=0, width=16, advance=16, top=(289, 65), bottom=(305, 81)
code=22191, textureId=2, prespace=0, width=16, advance=16, top=(305, 65), bottom=(321, 81)
code=22196, textureId=2, prespace=0, width=16, advance=16, top=(321, 65), bottom=(337, 81)
code=22198, textureId=2, prespace=0, width=16, advance=16, top=(337, 65), bottom=(353, 81)
code=22199, textureId=2, prespace=0, width=16, advance=16, top=(353, 65), bottom=(369, 81)
code=22204, textureId=2, prespace=0, width=16, advance=16, top=(369, 65), bottom=(385, 81)
code=22208, textureId=2, prespace=0, width=16, advance=16, top=(385, 65), bottom=(401, 81)
code=22209, textureId=2, prespace=0, width=16, advance=16, top=(401, 65), bottom=(417, 81)
code=22210, textureId=2, prespace=0, width=16, advance=16, top=(417, 65), bottom=(433, 81)
code=22211, textureId=2, prespace=0, width=16, advance=16, top=(433, 65), bottom=(449, 81)
code=22216, textureId=2, prespace=0, width=16, advance=16, top=(449, 65), bottom=(465, 81)
code=22217, textureId=2, prespace=0, width=16, advance=16, top=(465, 65), bottom=(481, 81)
code=22218, textureId=2, prespace=0, width=16, advance=16, top=(481, 65), bottom=(497, 81)
code=22220, textureId=2, prespace=0, width=16, advance=16, top=(1, 81), bottom=(17, 97)
code=22222, textureId=2, prespace=0, width=16, advance=16, top=(17, 81), bottom=(33, 97)
code=22225, textureId=2, prespace=0, width=16, advance=16, top=(33, 81), bottom=(49, 97)
code=22227, textureId=2, prespace=0, width=16, advance=16, top=(49, 81), bottom=(65, 97)
code=22228, textureId=2, prespace=0, width=16, advance=16, top=(65, 81), bottom=(81, 97)
code=22231, textureId=2, prespace=0, width=16, advance=16, top=(81, 81), bottom=(97, 97)
code=22232, textureId=2, prespace=0, width=16, advance=16, top=(97, 81), bottom=(113, 97)
code=22234, textureId=2, prespace=0, width=16, advance=16, top=(113, 81), bottom=(129, 97)
code=22235, textureId=2, prespace=0, width=16, advance=16, top=(129, 81), bottom=(145, 97)
code=22237, textureId=2, prespace=0, width=16, advance=16, top=(145, 81), bottom=(161, 97)
code=22238, textureId=2, prespace=0, width=16, advance=16, top=(161, 81), bottom=(177, 97)
code=22239, textureId=2, prespace=0, width=16, advance=16, top=(177, 81), bottom=(193, 97)
code=22240, textureId=2, prespace=0, width=16, advance=16, top=(193, 81), bottom=(209, 97)
code=22241, textureId=2, prespace=0, width=16, advance=16, top=(209, 81), bottom=(225, 97)
code=22242, textureId=2, prespace=0, width=16, advance=16, top=(225, 81), bottom=(241, 97)
code=22243, textureId=2, prespace=0, width=16, advance=16, top=(241, 81), bottom=(257, 97)
code=22244, textureId=2, prespace=0, width=16, advance=16, top=(257, 81), bottom=(273, 97)
code=22250, textureId=2, prespace=0, width=16, advance=16, top=(273, 81), bottom=(289, 97)
code=22251, textureId=2, prespace=0, width=16, advance=16, top=(289, 81), bottom=(305, 97)
code=22253, textureId=2, prespace=0, width=16, advance=16, top=(305, 81), bottom=(321, 97)
code=22254, textureId=2, prespace=0, width=16, advance=16, top=(321, 81), bottom=(337, 97)
code=22256, textureId=2, prespace=0, width=16, advance=16, top=(337, 81), bottom=(353, 97)
code=22257, textureId=2, prespace=0, width=16, advance=16, top=(353, 81), bottom=(369, 97)
code=22258, textureId=2, prespace=0, width=16, advance=16, top=(369, 81), bottom=(385, 97)
code=22259, textureId=2, prespace=0, width=16, advance=16, top=(385, 81), bottom=(401, 97)
code=22260, textureId=2, prespace=0, width=16, advance=16, top=(401, 81), bottom=(417, 97)
code=22261, textureId=2, prespace=0, width=16, advance=16, top=(417, 81), bottom=(433, 97)
code=22265, textureId=2, prespace=0, width=16, advance=16, top=(433, 81), bottom=(449, 97)
code=22266, textureId=2, prespace=0, width=16, advance=16, top=(449, 81), bottom=(465, 97)
code=22269, textureId=2, prespace=0, width=16, advance=16, top=(465, 81), bottom=(481, 97)
code=22270, textureId=2, prespace=0, width=16, advance=16, top=(481, 81), bottom=(497, 97)
code=22271, textureId=2, prespace=0, width=16, advance=16, top=(1, 97), bottom=(17, 113)
code=22272, textureId=2, prespace=0, width=16, advance=16, top=(17, 97), bottom=(33, 113)
code=22275, textureId=2, prespace=0, width=16, advance=16, top=(33, 97), bottom=(49, 113)
code=22276, textureId=2, prespace=0, width=16, advance=16, top=(49, 97), bottom=(65, 113)
code=22278, textureId=2, prespace=0, width=16, advance=16, top=(65, 97), bottom=(81, 113)
code=22280, textureId=2, prespace=0, width=16, advance=16, top=(81, 97), bottom=(97, 113)
code=22281, textureId=2, prespace=0, width=16, advance=16, top=(97, 97), bottom=(113, 113)
code=22282, textureId=2, prespace=0, width=16, advance=16, top=(113, 97), bottom=(129, 113)
code=22283, textureId=2, prespace=0, width=16, advance=16, top=(129, 97), bottom=(145, 113)
code=22285, textureId=2, prespace=0, width=16, advance=16, top=(145, 97), bottom=(161, 113)
code=22287, textureId=2, prespace=0, width=16, advance=16, top=(161, 97), bottom=(177, 113)
code=22290, textureId=2, prespace=0, width=16, advance=16, top=(177, 97), bottom=(193, 113)
code=22291, textureId=2, prespace=0, width=16, advance=16, top=(193, 97), bottom=(209, 113)
code=22294, textureId=2, prespace=0, width=16, advance=16, top=(209, 97), bottom=(225, 113)
code=22296, textureId=2, prespace=0, width=16, advance=16, top=(225, 97), bottom=(241, 113)
code=22300, textureId=2, prespace=0, width=16, advance=16, top=(241, 97), bottom=(257, 113)
code=22303, textureId=2, prespace=0, width=16, advance=16, top=(257, 97), bottom=(273, 113)
code=22307, textureId=2, prespace=0, width=16, advance=16, top=(273, 97), bottom=(289, 113)
code=22310, textureId=2, prespace=0, width=16, advance=16, top=(289, 97), bottom=(305, 113)
code=22311, textureId=2, prespace=0, width=16, advance=16, top=(305, 97), bottom=(321, 113)
code=22312, textureId=2, prespace=0, width=16, advance=16, top=(321, 97), bottom=(337, 113)
code=22313, textureId=2, prespace=0, width=16, advance=16, top=(337, 97), bottom=(353, 113)
code=22314, textureId=2, prespace=0, width=16, advance=16, top=(353, 97), bottom=(369, 113)
code=22316, textureId=2, prespace=0, width=16, advance=16, top=(369, 97), bottom=(385, 113)
code=22317, textureId=2, prespace=0, width=16, advance=16, top=(385, 97), bottom=(401, 113)
code=22318, textureId=2, prespace=0, width=16, advance=16, top=(401, 97), bottom=(417, 113)
code=22319, textureId=2, prespace=0, width=16, advance=16, top=(417, 97), bottom=(433, 113)
code=22320, textureId=2, prespace=0, width=16, advance=16, top=(433, 97), bottom=(449, 113)
code=22323, textureId=2, prespace=0, width=16, advance=16, top=(449, 97), bottom=(465, 113)
code=22327, textureId=2, prespace=0, width=16, advance=16, top=(465, 97), bottom=(481, 113)
code=22328, textureId=2, prespace=0, width=16, advance=16, top=(481, 97), bottom=(497, 113)
code=22329, textureId=2, prespace=0, width=16, advance=16, top=(1, 113), bottom=(17, 129)
code=22330, textureId=2, prespace=0, width=16, advance=16, top=(17, 113), bottom=(33, 129)
code=22331, textureId=2, prespace=0, width=16, advance=16, top=(33, 113), bottom=(49, 129)
code=22334, textureId=2, prespace=0, width=16, advance=16, top=(49, 113), bottom=(65, 129)
code=22336, textureId=2, prespace=0, width=16, advance=16, top=(65, 113), bottom=(81, 129)
code=22338, textureId=2, prespace=0, width=16, advance=16, top=(81, 113), bottom=(97, 129)
code=22343, textureId=2, prespace=0, width=16, advance=16, top=(97, 113), bottom=(113, 129)
code=22346, textureId=2, prespace=0, width=16, advance=16, top=(113, 113), bottom=(129, 129)
code=22348, textureId=2, prespace=0, width=16, advance=16, top=(129, 113), bottom=(145, 129)
code=22349, textureId=2, prespace=0, width=16, advance=16, top=(145, 113), bottom=(161, 129)
code=22350, textureId=2, prespace=0, width=16, advance=16, top=(161, 113), bottom=(177, 129)
code=22351, textureId=2, prespace=0, width=16, advance=16, top=(177, 113), bottom=(193, 129)
code=22352, textureId=2, prespace=0, width=16, advance=16, top=(193, 113), bottom=(209, 129)
code=22353, textureId=2, prespace=0, width=16, advance=16, top=(209, 113), bottom=(225, 129)
code=22359, textureId=2, prespace=0, width=16, advance=16, top=(225, 113), bottom=(241, 129)
code=22362, textureId=2, prespace=0, width=16, advance=16, top=(241, 113), bottom=(257, 129)
code=22363, textureId=2, prespace=0, width=16, advance=16, top=(257, 113), bottom=(273, 129)
code=22364, textureId=2, prespace=0, width=16, advance=16, top=(273, 113), bottom=(289, 129)
code=22365, textureId=2, prespace=0, width=16, advance=16, top=(289, 113), bottom=(305, 129)
code=22366, textureId=2, prespace=0, width=16, advance=16, top=(305, 113), bottom=(321, 129)
code=22367, textureId=2, prespace=0, width=16, advance=16, top=(321, 113), bottom=(337, 129)
code=22368, textureId=2, prespace=0, width=16, advance=16, top=(337, 113), bottom=(353, 129)
code=22369, textureId=2, prespace=0, width=16, advance=16, top=(353, 113), bottom=(369, 129)
code=22372, textureId=2, prespace=0, width=16, advance=16, top=(369, 113), bottom=(385, 129)
code=22374, textureId=2, prespace=0, width=16, advance=16, top=(385, 113), bottom=(401, 129)
code=22376, textureId=2, prespace=0, width=16, advance=16, top=(401, 113), bottom=(417, 129)
code=22377, textureId=2, prespace=0, width=16, advance=16, top=(417, 113), bottom=(433, 129)
code=22378, textureId=2, prespace=0, width=16, advance=16, top=(433, 113), bottom=(449, 129)
code=22379, textureId=2, prespace=0, width=16, advance=16, top=(449, 113), bottom=(465, 129)
code=22381, textureId=2, prespace=0, width=16, advance=16, top=(465, 113), bottom=(481, 129)
code=22383, textureId=2, prespace=0, width=16, advance=16, top=(481, 113), bottom=(497, 129)
code=22387, textureId=2, prespace=0, width=16, advance=16, top=(1, 129), bottom=(17, 145)
code=22390, textureId=2, prespace=0, width=16, advance=16, top=(17, 129), bottom=(33, 145)
code=22391, textureId=2, prespace=0, width=16, advance=16, top=(33, 129), bottom=(49, 145)
code=22395, textureId=2, prespace=0, width=16, advance=16, top=(49, 129), bottom=(65, 145)
code=22396, textureId=2, prespace=0, width=16, advance=16, top=(65, 129), bottom=(81, 145)
code=22399, textureId=2, prespace=0, width=16, advance=16, top=(81, 129), bottom=(97, 145)
code=22402, textureId=2, prespace=0, width=16, advance=16, top=(97, 129), bottom=(113, 145)
code=22403, textureId=2, prespace=0, width=16, advance=16, top=(113, 129), bottom=(129, 145)
code=22404, textureId=2, prespace=0, width=16, advance=16, top=(129, 129), bottom=(145, 145)
code=22405, textureId=2, prespace=0, width=16, advance=16, top=(145, 129), bottom=(161, 145)
code=22406, textureId=2, prespace=0, width=16, advance=16, top=(161, 129), bottom=(177, 145)
code=22408, textureId=2, prespace=0, width=16, advance=16, top=(177, 129), bottom=(193, 145)
code=22409, textureId=2, prespace=0, width=16, advance=16, top=(193, 129), bottom=(209, 145)
code=22411, textureId=2, prespace=0, width=16, advance=16, top=(209, 129), bottom=(225, 145)
code=22412, textureId=2, prespace=0, width=16, advance=16, top=(225, 129), bottom=(241, 145)
code=22418, textureId=2, prespace=0, width=16, advance=16, top=(241, 129), bottom=(257, 145)
code=22419, textureId=2, prespace=0, width=16, advance=16, top=(257, 129), bottom=(273, 145)
code=22427, textureId=2, prespace=0, width=16, advance=16, top=(273, 129), bottom=(289, 145)
code=22432, textureId=2, prespace=0, width=16, advance=16, top=(289, 129), bottom=(305, 145)
code=22433, textureId=2, prespace=0, width=16, advance=16, top=(305, 129), bottom=(321, 145)
code=22434, textureId=2, prespace=0, width=16, advance=16, top=(321, 129), bottom=(337, 145)
code=22435, textureId=2, prespace=0, width=16, advance=16, top=(337, 129), bottom=(353, 145)
code=22436, textureId=2, prespace=0, width=16, advance=16, top=(353, 129), bottom=(369, 145)
code=22438, textureId=2, prespace=0, width=16, advance=16, top=(369, 129), bottom=(385, 145)
code=22439, textureId=2, prespace=0, width=16, advance=16, top=(385, 129), bottom=(401, 145)
code=22441, textureId=2, prespace=0, width=16, advance=16, top=(401, 129), bottom=(417, 145)
code=22442, textureId=2, prespace=0, width=16, advance=16, top=(417, 129), bottom=(433, 145)
code=22443, textureId=2, prespace=0, width=16, advance=16, top=(433, 129), bottom=(449, 145)
code=22445, textureId=2, prespace=0, width=16, advance=16, top=(449, 129), bottom=(465, 145)
code=22446, textureId=2, prespace=0, width=16, advance=16, top=(465, 129), bottom=(481, 145)
code=22448, textureId=2, prespace=0, width=16, advance=16, top=(481, 129), bottom=(497, 145)
code=22450, textureId=2, prespace=0, width=16, advance=16, top=(1, 145), bottom=(17, 161)
code=22451, textureId=2, prespace=0, width=16, advance=16, top=(17, 145), bottom=(33, 161)
code=22452, textureId=2, prespace=0, width=16, advance=16, top=(33, 145), bottom=(49, 161)
code=22456, textureId=2, prespace=0, width=16, advance=16, top=(49, 145), bottom=(65, 161)
code=22464, textureId=2, prespace=0, width=16, advance=16, top=(65, 145), bottom=(81, 161)
code=22466, textureId=2, prespace=0, width=16, advance=16, top=(81, 145), bottom=(97, 161)
code=22467, textureId=2, prespace=0, width=16, advance=16, top=(97, 145), bottom=(113, 161)
code=22470, textureId=2, prespace=0, width=16, advance=16, top=(113, 145), bottom=(129, 161)
code=22475, textureId=2, prespace=0, width=16, advance=16, top=(129, 145), bottom=(145, 161)
code=22478, textureId=2, prespace=0, width=16, advance=16, top=(145, 145), bottom=(161, 161)
code=22479, textureId=2, prespace=0, width=16, advance=16, top=(161, 145), bottom=(177, 161)
code=22482, textureId=2, prespace=0, width=16, advance=16, top=(177, 145), bottom=(193, 161)
code=22483, textureId=2, prespace=0, width=16, advance=16, top=(193, 145), bottom=(209, 161)
code=22484, textureId=2, prespace=0, width=16, advance=16, top=(209, 145), bottom=(225, 161)
code=22485, textureId=2, prespace=0, width=16, advance=16, top=(225, 145), bottom=(241, 161)
code=22486, textureId=2, prespace=0, width=16, advance=16, top=(241, 145), bottom=(257, 161)
code=22488, textureId=2, prespace=0, width=16, advance=16, top=(257, 145), bottom=(273, 161)
code=22489, textureId=2, prespace=0, width=16, advance=16, top=(273, 145), bottom=(289, 161)
code=22490, textureId=2, prespace=0, width=16, advance=16, top=(289, 145), bottom=(305, 161)
code=22492, textureId=2, prespace=0, width=16, advance=16, top=(305, 145), bottom=(321, 161)
code=22493, textureId=2, prespace=0, width=16, advance=16, top=(321, 145), bottom=(337, 161)
code=22495, textureId=2, prespace=0, width=16, advance=16, top=(337, 145), bottom=(353, 161)
code=22496, textureId=2, prespace=0, width=16, advance=16, top=(353, 145), bottom=(369, 161)
code=22499, textureId=2, prespace=0, width=16, advance=16, top=(369, 145), bottom=(385, 161)
code=22500, textureId=2, prespace=0, width=16, advance=16, top=(385, 145), bottom=(401, 161)
code=22509, textureId=2, prespace=0, width=16, advance=16, top=(401, 145), bottom=(417, 161)
code=22511, textureId=2, prespace=0, width=16, advance=16, top=(417, 145), bottom=(433, 161)
code=22516, textureId=2, prespace=0, width=16, advance=16, top=(433, 145), bottom=(449, 161)
code=22519, textureId=2, prespace=0, width=16, advance=16, top=(449, 145), bottom=(465, 161)
code=22520, textureId=2, prespace=0, width=16, advance=16, top=(465, 145), bottom=(481, 161)
code=22521, textureId=2, prespace=0, width=16, advance=16, top=(481, 145), bottom=(497, 161)
code=22522, textureId=2, prespace=0, width=16, advance=16, top=(1, 161), bottom=(17, 177)
code=22524, textureId=2, prespace=0, width=16, advance=16, top=(17, 161), bottom=(33, 177)
code=22525, textureId=2, prespace=0, width=16, advance=16, top=(33, 161), bottom=(49, 177)
